         294610 function calls (285110 primitive calls) in 32.581 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 numpy_.py:102(PandasArray)
        1    0.000    0.000    0.000    0.000 offsets.py:2708(Nano)
        1    0.000    0.000    0.000    0.000 mask_ops.py:3(<module>)
        1    0.000    0.000    0.001    0.001 hashing.py:3(<module>)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        4    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:194(ExtensionIndex)
        2    0.000    0.000    0.010    0.005 generic.py:10342(_add_series_or_dataframe_operations)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        3    0.000    0.000    0.001    0.000 base.py:5116(_add_logical_methods)
        1    0.000    0.000    0.000    0.000 offsets.py:2693(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2698(Milli)
        1    0.000    0.000    0.000    0.000 _decorators.py:24(deprecate)
       20    0.000    0.000    0.000    0.000 dtypes.py:715(construct_from_string)
        1    0.000    0.000    0.000    0.000 typing.py:2244(IO)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        9    0.000    0.000    0.000    0.000 _dtype.py:333(_name_get)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       40    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 pytables.py:2464(Fixed)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:3(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:303(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 parsing.py:2(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 format.py:451(TableFormatter)
        1    0.000    0.000    0.000    0.000 blocks.py:1712(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 timedeltas.py:49(TimedeltaIndex)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:376(Float64Index)
        1    0.000    0.000    0.000    0.000 offsets.py:2703(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:156(DateOffset)
        6    0.000    0.000    0.000    0.000 datetimelike.py:53(_datetimelike_array_cmp)
        2    0.000    0.000    0.001    0.001 methods.py:72(add_special_arithmetic_methods)
       58    0.000    0.000    0.000    0.000 methods.py:218(<lambda>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        1    0.000    0.000    0.002    0.002 __init__.py:192(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 datetime.py:1381(datetime)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
       19    0.000    0.000    0.000    0.000 contextlib.py:85(__exit__)
        7    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       73    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:2640(GenericFixed)
        1    0.000    0.000    0.001    0.001 rolling.py:1140(_Rolling_and_Expanding)
        4    0.000    0.000    0.000    0.000 generic.py:11140(_make_min_count_stat_function)
        1    0.000    0.000    0.000    0.000 dtype.py:23(SparseDtype)
        1    0.000    0.000    0.002    0.002 accessor.py:1(<module>)
       16    0.000    0.000    0.000    0.000 boolean.py:741(_create_arithmetic_method)
       26    0.000    0.000    0.000    0.000 typing.py:769(_get_type_vars)
        5    0.000    0.000    0.000    0.000 config.py:773(is_instance_factory)
       84    0.000    0.000    0.000    0.000 lazy.py:146(lazy)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 subprocess.py:1434(wait)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:73(_wrapreduction)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        5    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        6    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        3    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       83    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 _table_schema.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:784(ExcelFile)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:1459(SingleBlockManager)
        2    0.000    0.000    0.000    0.000 base.py:5036(_add_numeric_methods_add_sub_disabled)
        1    0.000    0.000    0.000    0.000 boolean.py:198(BooleanArray)
        1    0.000    0.000    0.000    0.000 dtypes.py:780(PeriodDtype)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:19(register_extension_dtype)
       15    0.000    0.000    0.000    0.000 dtypes.py:64(register)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.003    0.003 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        8    0.000    0.000    0.000    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
       40    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 pytables.py:2143(DataCol)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odfreader.py:11(_ODFReader)
        1    0.000    0.000    0.000    0.000 format.py:229(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 extension.py:3(<module>)
        8    0.000    0.000    0.000    0.000 array.py:1417(_create_comparison_method)
        7    0.000    0.000    0.000    0.000 offsets.py:2551(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:552(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:826(_comp_method_FRAME)
       20    0.000    0.000    0.000    0.000 methods.py:89(_wrap_inplace_method)
        2    0.000    0.000    0.003    0.002 methods.py:132(add_flex_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        3    0.000    0.000    0.000    0.000 _decorators.py:338(indent)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:609(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.000    0.000 dates.py:3(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
       57    0.000    0.000    0.000    0.000 config.py:729(wrap)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
       62    0.000    0.000    0.000    0.000 lazy.py:93(lazy)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2092(sum)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.368    0.368 DT.py:4(<module>)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 stata.py:1004(StataReader)
        1    0.000    0.000    0.000    0.000 pytables.py:79(BinOp)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 groupby.py:1335(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 indexers.py:34(BaseIndexer)
        1    0.000    0.000    0.000    0.000 zipfile.py:1063(ZipFile)
        8    0.000    0.000    0.000    0.000 range.py:736(_make_evaluate_binop)
        1    0.000    0.000    0.000    0.000 range.py:732(_add_numeric_methods_binary)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:564(DatetimeTimedeltaMixin)
        1    0.000    0.000    0.000    0.000 numeric.py:298(UInt64Index)
        4    0.000    0.000    0.000    0.000 base.py:5091(_add_numeric_methods_unary)
        1    0.000    0.000    0.000    0.000 frequencies.py:300(_FrequencyInferer)
       20    0.000    0.000    0.000    0.000 datetimes.py:73(_field_accessor)
       34    0.000    0.000    0.000    0.000 array_ops.py:119(define_na_arithmetic_op)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:11(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:973(IntervalDtype)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 tempfile.py:770(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:77(__init__)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_ctypes)
       16    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        5    0.000    0.000    0.000    0.000 getlimits.py:508(min)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2054(identity)
       16    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        4    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
       10    0.000    0.000    0.000    0.000 os.py:742(encode)
        1    0.000    0.000    0.000    0.000 os.py:994(close)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 gui.py:9(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:3179(StataWriterUTF8)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:2586(ObjectBlock)
        1    0.000    0.000    0.000    0.000 numeric.py:44(NumericIndex)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:5024(_add_comparison_methods)
        4    0.000    0.000    0.000    0.000 base.py:5111(_add_numeric_methods)
        1    0.000    0.000    0.000    0.000 _ranges.py:4(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1536(Week)
        1    0.000    0.000    0.000    0.000 masked.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 dispatch.py:3(<module>)
        4    0.000    0.000    0.000    0.000 methods.py:23(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 indexers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 localization.py:5(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:1272(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 config.py:802(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:800(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:169(<listcomp>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
       25    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        9    0.000    0.000    0.000    0.000 _dtype.py:319(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1034(time)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        8    0.000    0.000    0.000    0.000 enum.py:760(_missing_)
        2    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
       45    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       50    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 std.py:112(create_th_lock)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:12(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:546(_MergeOperation)
        1    0.000    0.000    0.000    0.000 ops.py:67(Term)
        1    0.000    0.000    0.000    0.000 scope.py:86(Scope)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:218(Grouping)
        1    0.000    0.000    0.000    0.000 format.py:1667(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 datetimes.py:56(DatetimeDelegateMixin)
        1    0.000    0.000    0.000    0.000 array.py:1461(_add_comparison_ops)
       10    0.000    0.000    0.000    0.000 string_.py:271(_create_arithmetic_method)
        4    0.000    0.000    0.000    0.000 strings.py:1984(_pat_wrapper)
       16    0.000    0.000    0.000    0.000 base.py:5097(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 integer.py:256(IntegerArray)
        1    0.000    0.000    0.000    0.000 offsets.py:1948(YearOffset)
        1    0.000    0.000    0.000    0.000 datetimelike.py:260(TimelikeOps)
        1    0.000    0.000    0.000    0.000 offsets.py:543(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1199(_CustomBusinessMonth)
        6    0.000    0.000    0.000    0.000 boolean.py:587(_create_logical_method)
        6    0.000    0.000    0.000    0.000 boolean.py:633(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 masked.py:18(BaseMaskedArray)
       46    0.000    0.000    0.000    0.000 methods.py:220(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:1116(_add_logical_ops)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
       20    0.000    0.000    0.000    0.000 inference.py:358(is_hashable)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Components)
        1    0.000    0.000    0.000    0.000 display.py:3(<module>)
       72    0.000    0.000    0.000    0.000 typing.py:185(_get_type_vars)
       21    0.000    0.000    0.000    0.000 config.py:766(inner)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6348(MaskedConstant)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 <string>:5(interface)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:57(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.003    0.003 platform.py:1084(system)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        4    0.000    0.000    0.000    0.000 re.py:204(split)
        6    0.000    0.000    0.000    0.000 re.py:324(_subx)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _json.py:103(Writer)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:475(_OpenpyxlReader)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:9(_PyxlsbReader)
        1    0.000    0.000    0.000    0.000 ops.py:700(BinGrouper)
        1    0.000    0.000    0.000    0.000 grouper.py:35(Grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 concat.py:114(JoinUnit)
        1    0.000    0.000    0.000    0.000 indexing.py:1808(_LocIndexer)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 string_.py:311(_add_arithmetic_ops)
        6    0.000    0.000    0.000    0.000 base.py:101(_make_comparison_op)
        1    0.000    0.000    0.000    0.000 offsets.py:2803(<dictcomp>)
        1    0.000    0.000    0.000    0.000 methods.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
       24    0.000    0.000    0.000    0.000 function.py:36(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:511(_comp_method_SERIES)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        7    0.000    0.000    0.000    0.000 _decorators.py:99(deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 <string>:5(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 <string>:5(RegisteredOption)
       22    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2354(TextIO)
        7    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.offsets.apply_index_wraps}
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        9    0.000    0.000    0.000    0.000 version.py:302(__init__)
        9    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 core.py:6152(mvoid)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(OutputKey)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 subprocess.py:1368(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       12    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        7    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        2    0.000    0.000    0.000    0.000 posixpath.py:75(join)
       27    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       75    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       27    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 std.py:128(Bar)
        1    0.000    0.000    0.000    0.000 stata.py:1993(StataWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:5005(Selection)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
       22    0.000    0.000    0.000    0.000 expr.py:262(_op_maker)
        1    0.000    0.000    0.000    0.000 expr.py:734(Expr)
        1    0.000    0.000    0.000    0.000 <string>:5(NamedAgg)
        1    0.000    0.000    0.000    0.000 indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:166(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1273(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 indexing.py:1753(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 blocks.py:2165(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2475(TimeDeltaBlock)
        2    0.000    0.000    0.000    0.000 generic.py:10481(_doc_parms)
        1    0.000    0.000    0.000    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
       12    0.000    0.000    0.000    0.000 period.py:50(_field_accessor)
        1    0.000    0.000    0.001    0.001 frozen.py:8(<module>)
        4    0.000    0.000    0.000    0.000 offsets.py:2529(_tick_comp)
        1    0.000    0.000    0.000    0.000 integer.py:36(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 datetimelike.py:128(AttributesMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1825(QuarterOffset)
       16    0.000    0.000    0.000    0.000 accessor.py:118(delegate_names)
        1    0.000    0.000    0.000    0.000 missing.py:23(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:37(BooleanDtype)
        6    0.000    0.000    0.000    0.000 __init__.py:537(_bool_method_SERIES)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
